Date,Symbol,Company,Price,Insider Name,Insider Position,Buy/Sell,Insider Trading Shares,Shares Change,Price.1,Price Change Since Insider Trade (%),Dividend Yield %
2018-12-28,BBSI,Barrett Business Services Inc,75.27,Justesen Jon L,Director,S,75,-3.69,57.16,31.68,1.6
2018-12-28,BBDC,Barings BDC Inc,11.22,BARINGS LLC,Investment Adviser,P,11,0.63,9.09,23.43,6.86
2018-12-28,AVK,Advent Claymore Convt Security & Income Fund,18.81,MEDINA DEREK,Trustee,P,18,141.3,12.56,49.76,7.47
2018-12-28,CRVL,CorVel Corp,195.35,CLEMONS V GORDON,Chairman of the Board,S,195,-0.11,61.54,217.44,0.0
2018-12-28,PED,PEDEVCO Corp,1.15,Clark Moore,Executive VP,S,1,-11.41,0.67,71.64,0.0
2018-12-28,OTLK,Outlook Therapeutics Inc,1.54,HILZINGER KURT J,Director,P,1,43.17,0.53,190.57,0.0
2018-12-28,CBKCQ,Christopher & Banks Corp,0.0002,Bundy Richard,"SVP, CFO",P,0,26.4,0.47,-99.96,0.0
2018-12-28,ATRA,Atara Biotherapeutics Inc,18.3,Ciechanover Isaac E.,CEO,S,18,-1.04,33.88,-45.99,0.0
2018-12-28,AIMD,Ainos Inc,0.65,CHEN STEPHEN T,"President, Chairman & CEO, 10% Owner",P,0,0.96,0.23,182.61,0.0
2018-12-28,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN VICTOIRE G,Member of a Group,P,41,0.46,61.36,-32.86,3.1
2018-12-28,MRIN,Marin Software Inc,5.45,"ESW Capital, LLC",10% Owner,S,5,-51.92,7.31,-25.44,0.0
2018-12-28,DIS,The Walt Disney Co,154.0,BRAVERMAN ALAN N,"Sr EVP, General Counsel & Secy",S,154,-0.97,107.7,42.99,0.0
2018-12-28,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN ALFRED M ET AL,Chairman,P,41,0.48,61.35,-32.84,3.1
2018-12-28,QMCO,Quantum Corp,6.07,"BRC Partners Opportunity Fund,",10% Owner,P,6,45.11,1.42,327.46,0.0
2018-12-28,INFO,IHS Markit Ltd,129.15,ROSENTHAL JAMES A,Director,P,129,9.62,47.3,173.04,0.62
2018-12-28,RMNI,Rimini Street Inc,6.9,Shay Thomas C.,SVP Global Operations,S,6,-0.24,5.01,37.72,0.0
2018-12-28,CECE,CECO Environmental Corp,6.57,Sadlowski Dennis,CEO,P,6,1.16,6.59,-0.3,0.0
2018-12-28,NHS,Neuberger Berman High Yield Strategies Fund,12.85,TANK BRADLEY,CIO of Adviser of Issuer,P,12,43.46,9.58,34.13,8.46
2018-12-28,SGMS,Scientific Games Corp,67.61,PERELMAN RONALD O,"Director, 10% Owner",P,67,1.12,17.11,295.15,0.0
2018-12-28,OPK,OPKO Health Inc,4.35,FROST PHILLIP MD ET AL,"CEO & Chairman, 10% Owner",P,4,0.05,3.13,38.98,0.0
2018-12-28,REV,Revlon Inc,12.96,PERELMAN RONALD O,"Director, 10% Owner",P,12,0.12,24.48,-47.06,0.0
2018-12-28,TURN,180 Degree Capital Corp,7.6,Wolfe Daniel B,President,P,7,0.59,1.76,331.82,0.0
2018-12-28,DLPN,Dolphin Entertainment Inc,9.8,O'Dowd William IV,"CEO, 10% Owner",P,9,0.87,1.33,636.84,0.0
2018-12-28,SSP,The E W Scripps Co,20.47,Scripps Eaton M,10% Owner,P,20,5.12,15.4,32.92,0.24
2018-12-28,PESI,Perma-Fix Environmental Services Inc,6.94,CENTOFANTI LOUIS F,EVP of Strategic Initiatives,P,6,1.27,2.24,209.82,0.0
2018-12-28,HIL,Hill International Inc,2.11,CHADWICK JAMES M,Director,P,2,1.17,2.75,-23.27,0.0
2018-12-28,NTNX,Nutanix Inc,34.27,Wall Tyler,Chief Legal Officer,S,34,-99.03,40.36,-15.09,0.0
2018-12-28,AP,Ampco-Pittsburgh Corp,4.99,ABEL JAMES J,Director,P,4,57.11,3.06,63.07,0.0
2018-12-28,TPHS,Trinity Place Holdings Inc,1.87,"Messinger, Matthew",President and CEO,P,1,0.23,4.22,-55.69,0.0
2018-12-28,PESI,Perma-Fix Environmental Services Inc,6.94,Duff Mark,President and CEO,P,6,11.67,2.36,194.07,0.0
2018-12-27,VRCA,Verrica Pharmaceuticals Inc,11.44,Davidson Matt,10% Owner,S,11,-0.13,8.02,42.64,0.0
2018-12-27,LIVC,Live Current Media Inc,0.34975,Vahabzadeh Amir,Director,P,0,0.04,0.06,482.92,0.0
2018-12-27,GRA,W R Grace & Co,69.99,40 NORTH LATITUDE MASTER FUND ,10% Owner,P,69,2.57,60.7,15.3,1.33
2018-12-27,NANX,Nanophase Technologies Corp,4.1,WHITMORE R JANET,Director,P,4,0.09,0.75,446.67,0.0
2018-12-27,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN CORBIN,Member of a Group,P,41,0.3,58.29,-29.32,3.1
2018-12-27,WTT,Wireless Telecom Group Inc,2.0,Manko Joseph M. Jr.,10% Owner,P,2,1.02,1.65,21.21,0.0
2018-12-27,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN ALFRED M ET AL,Chairman,P,41,0.75,59.24,-30.45,3.1
2018-12-27,NVLNF,Novelion Therapeutics Inc,0.7020000000000001,Broadfin Healthcare Master Fun,10% Owner,S,0,-23.09,0.89,-21.12,0.0
2018-12-27,FPAY,FlexShopper Inc,2.39,Dvorkin Howard,10% Owner,P,2,1.87,0.72,231.94,0.0
2018-12-27,RVP,Retractable Technologies Inc,8.7,SHAW THOMAS J,"President and CEO, 10% Owner",P,8,0.02,0.64,1259.38,0.0
2018-12-27,GGZ,The Gabelli Global Small and Mid Cap Value Trust,16.45,ALPERT BRUCE N,President,P,16,19.75,9.58,71.71,3.87
2018-12-27,TAT,TransAtlantic Petroleum Ltd,0.24600000000000002,Mitchell Noah Malone III,"CEO, 10% Owner",P,0,0.48,1.02,-75.88,0.0
2018-12-27,AOSL,Alpha & Omega Semiconductor Ltd,44.63,Chang Mike F,"CEO, 10% Owner",P,44,0.89,9.86,352.64,0.0
2018-12-27,HY,Hyster-Yale Materials Handling Inc,41.2,Trust dated 9/28/2000 between ,Member of a Group,P,41,0.85,59.46,-30.71,3.1
2018-12-27,SIC,Select Interior Concepts Inc,14.49,"BRC Partners Opportunity Fund,",10% Owner,P,14,1.02,6.0,141.5,0.0
2018-12-27,VTVT,vTv Therapeutics Inc,1.42,PERELMAN RONALD O,10% Owner,P,1,6.57,1.84,-22.83,0.0
2018-12-27,SMTX,SMTC Corp,6.04,WASZAK STEVEN M,CFO,P,6,50.0,3.8,58.95,0.0
2018-12-27,OSS,One Stop Systems Inc,5.26,RAUN DAVID,Director,P,5,100.0,2.1,150.48,0.0
2018-12-27,ARPO,Aerpio Pharmaceuticals Inc,2.2,Satter Muneer A,"Director, 10% Owner",P,2,1.12,1.74,26.44,0.0
2018-12-27,VLT,Invesco High Income Trust II,14.63,"Saba Capital Management, L.P.",10% Owner,P,14,0.37,12.34,18.56,7.91
2018-12-27,INOD,Innodata Inc,7.24,Toor Nauman Sabeeh,10% Owner,P,7,2.07,1.49,385.91,0.0
2018-12-27,CRM,Salesforce.com Inc,301.17,Benioff Marc,Chairman of the Board & co-CEO,S,301,-0.05,126.27,138.51,0.0
2018-12-27,TFX,Teleflex Inc,318.83,POWELL THOMAS E,Executive Vice President & CFO,S,318,-38.65,242.25,31.61,0.42
2018-12-27,DFRG,Del Frisco&prime;s Restaurant Group Inc,7.98,Armistice Capital Master Fund ,10% Owner,P,7,1.15,6.38,25.08,0.0
2018-12-27,BOKF,BOK Financial Corp,105.99,BANGERT STEVEN,Director,S,105,-6.76,73.01,45.17,1.98
2018-12-27,ZS,Zscaler Inc,368.78,Sinha Amit,CTO & EVP of Eng/Cloud Ops,S,368,-1.18,39.66,829.85,0.0
2018-12-27,NYNY,Empire Resorts Inc,9.75,PEARLMAN EMANUEL R,Executive Chairman,S,9,-1.48,9.32,4.61,0.0
2018-12-27,ABHD,Abtech Holdings Inc,1.08,Greenwald David,Director,S,1,-98.96,1.04,3.85,0.0
2018-12-27,ROX,Castle Brands Inc,1.26,FROST PHILLIP MD ET AL,"Director, 10% Owner",P,1,0.14,0.83,51.81,0.0
2018-12-27,ADX,Adams Diversified Equity Fund Inc,19.3,Escherich Frederic A,Director,P,19,3.89,12.15,58.85,5.33
2018-12-27,TURN,180 Degree Capital Corp,7.6,Rendino Kevin,Chairman and CEO,P,7,0.5,1.75,334.29,0.0
2018-12-27,CUE,Cue Biopharma Inc,14.83,DIGIANDOMENICO ANTHONY,Director,P,14,66.67,4.77,210.9,0.0
2018-12-27,FEIM,Frequency Electronics Inc,9.77,"Edenbrook Capital, LLC","Director, 10% Owner",P,9,1.12,9.69,0.83,0.0
2018-12-27,CTXS,Citrix Systems Inc,85.1,FERRER MARK J,"EVP, Chief Revenue Officer",S,85,-2.23,100.14,-15.02,1.74
2018-12-27,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN VICTOIRE G,Member of a Group,P,41,0.7,59.31,-30.53,3.1
2018-12-27,MORN,Morningstar Inc,323.62,Mansueto Joseph D,"Executive Chairman, 10% Owner",S,323,-0.1,108.09,199.4,0.39
2018-12-27,BRN,Barnwell Industries Inc,2.41,ANDERSON MARTIN,Director,S,2,-100.0,1.26,91.27,0.0
2018-12-27,ELA,Envela Corp,4.22,Pedersen Bret Allen,CFO,P,4,5.06,0.41,929.27,0.0
2018-12-27,CRCM,Care.com Inc,15.0,Marcelo Sheila Lirio,President and CEO,S,15,-2.15,18.99,-21.01,0.0
2018-12-27,PLXP,PLx Pharma Inc,10.07,Park West Asset Management LLC,10% Owner,P,10,36.95,1.0,907.0,0.0
2018-12-27,KNX,Knight-Swift Transportation Holdings Inc,57.0,MOYES JERRY,,S,57,-4.33,24.98,128.18,0.62
2018-12-27,CPRX,Catalyst Pharmaceuticals Inc,7.32,DENKHAUS DONALD A,Director,P,7,12.5,1.91,283.25,0.0
2018-12-27,IFF,International Flavors & Fragrances Inc,150.03,Winder Investment Pte Ltd,10% Owner,P,150,0.35,130.02,15.39,2.07
2018-12-27,CRVS,Corvus Pharmaceuticals Inc,3.5,MILLER RICHARD A MD,President and CEO,P,3,1.8,3.29,6.38,0.0
2018-12-27,IDN,Intellicheck Inc,5.42,Lewis Bryan,President and CEO,P,5,6.05,2.0,171.0,0.0
2018-12-27,PLAB,Photronics Inc,14.06,MACRICOSTAS GEORGE,Director,S,14,-5.17,9.6,46.46,0.0
2018-12-27,FFNW,First Financial Northwest Inc,16.88,PADRICK KEVIN D,Director,P,16,24.91,15.05,12.16,2.54
2018-12-27,PLAB,Photronics Inc,14.06,TYSON MITCHELL G,Director,S,14,-2.63,9.54,47.38,0.0
2018-12-27,AFT,Apollo Senior Floating Rate Fund Inc.,16.32,Moroney Joseph A.,President,P,16,23.44,13.64,19.65,5.77
2018-12-27,AIF,Apollo Tactical Income Fund Inc.,15.79,Moroney Joseph A.,President,P,15,23.46,14.23,10.96,6.09
2018-12-27,MSLP,MusclePharm Corp,0.6,WYNNEFIELD PARTNERS SMALL CAP ,10% Owner,P,0,0.12,0.57,5.26,0.0
2018-12-27,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN THOMAS T,Member of a Group,P,41,0.3,58.29,-29.32,3.1
2018-12-27,HT,Hersha Hospitality Trust,10.29,Hutchison Thomas J III,Director,S,10,-11.69,16.94,-39.26,0.0
2018-12-27,FLMN,Falcon Minerals Corp,5.24,HITE Hedge Asset Management LL,10% Owner,P,5,20.23,7.26,-27.82,7.45
2018-12-27,CIO,City Office REIT Inc,18.02,Tylee Gregory,President & COO,P,18,2.43,9.83,83.32,3.32
2018-12-27,SEAC,SeaChange International Inc,0.7825,SINGER KAREN,10% Owner,P,0,0.26,1.23,-36.38,0.0
2018-12-27,NTWK,NETSOL Technologies Inc,4.7,GHAURI NAEEM,Director,P,4,1.13,5.7,-17.54,0.0
2018-12-27,BOKF,BOK Financial Corp,105.99,BANGERT STEVEN,Director,S,105,-6.8,73.01,45.17,1.98
2018-12-27,GS,Goldman Sachs Group Inc,387.39,PALM GREGORY K,Executive VP - General Counsel,S,387,-1.57,158.41,144.55,1.47
2018-12-27,PAGP,Plains GP Holdings LP,10.53,Brown Oscar K,Director,P,10,45.83,19.54,-46.11,6.83
2018-12-27,SPE,Special Opportunities Fund Inc,16.1,GOLDSTEIN PHILLIP,Chairman and Secretary,P,16,6.7,11.32,42.23,7.42
2018-12-27,ORCL,Oracle Corp,93.97,Daley Dorian,"EVP, Gen'l Counsel, Secretary",S,93,-24.29,45.0,108.82,1.27
2018-12-27,MCEP,Mid-Con Energy Partners LP,5.52,GOFF JOHN C,10% Owner,P,5,15.5,0.76,626.32,0.0
2018-12-27,MCF,Contango Oil & Gas Co,3.39,GOFF JOHN C,"Director, 10% Owner",P,3,6.25,3.19,6.27,0.0
2018-12-27,ACN,Accenture PLC,369.79,Jerdee Chad T,General Counsel and CCO,S,369,-17.17,140.0,164.14,0.97
2018-12-27,CWEN,Clearway Energy Inc,38.66,Global Infrastructure Investor,10% Owner,P,38,100.0,16.59,133.03,3.39
2018-12-27,PYPL,PayPal Holdings Inc,193.61,SCHULMAN DANIEL H,President and CEO,S,193,-7.28,81.41,137.82,0.0
2018-12-27,SNA,Snap-on Inc,215.65,PINCHUK NICHOLAS T,"Chairman, President and CEO",S,215,-4.84,140.8,53.16,2.39
2018-12-27,UBSI,United Bankshares Inc,38.19,WINTER P CLINTON,Director,P,38,0.21,29.7,28.59,3.67
2018-12-27,LMRK,Landmark Infrastructure Partners LP,16.28,BRAZY ARTHUR P JR,SEE REMARKS,P,16,1.46,10.72,51.87,4.9
2018-12-27,CCLP,CSI Compressco LP,1.37,Serjeant Owen,President,P,1,15.93,2.14,-35.98,2.93
2018-12-27,CRSP,CRISPR Therapeutics AG,82.44,Vertex Pharmaceuticals (Europe,10% Owner,P,82,0.75,24.93,230.69,0.0
2018-12-27,APEN,Apollo Endosurgery Inc,8.75,"STONEPINE CAPITAL, L.P.",10% Owner,S,8,-10.27,3.0,191.67,0.0
2018-12-27,YEXT,Yext Inc,10.84,Lerman Howard,CEO,S,10,-0.56,14.4,-24.72,0.0
2018-12-27,TCDA,Tricida Inc,7.67,VEITINGER KLAUS R DR,Director,S,7,-1.03,23.71,-67.65,0.0
2018-12-27,DAL,Delta Air Lines Inc,39.69,Bastian Edward H,CEO,S,39,-18.35,50.0,-20.62,0.0
2018-12-27,TTI,Tetra Technologies Inc,2.86,COOMBS PAUL D,Director,P,2,19.34,1.38,107.25,0.0
2018-12-27,AMD,Advanced Micro Devices Inc,155.41,Norrod Forrest Eugene,SVP & GM DESG,S,155,-3.05,17.4,793.16,0.0
2018-12-27,RGLS,Regulus Therapeutics Inc,0.3772,PAPADOPOULOS STELIOS,Director,P,0,17.41,0.97,-61.11,0.0
2018-12-27,ICD,Independence Contract Drilling Inc,3.02,MSD Credit Opportunity Master ,"Director, 10% Owner",P,3,0.25,2.97,1.68,0.0
2018-12-27,ANTM,Anthem Inc,415.21,Haytaian Peter D,"EVP & President, Commercial",S,415,-6.94,256.31,62.0,1.04
2018-12-27,AMD,Advanced Micro Devices Inc,155.41,Su Lisa T,President & CEO,S,155,-3.49,17.4,793.16,0.0
2018-12-27,TIKK,Tel Instrument Electronics Corp,3.4,Rice Robert A,Director,S,3,-3.77,3.42,-0.58,0.0
2018-12-27,XBIT,XBiotech Inc,12.67,MCKENZIE W  THORPE,"Director, 10% Owner",P,12,0.84,5.73,121.12,0.0
2018-12-27,AAT,American Assets Trust Inc,37.77,RADY ERNEST S,"Chairman, CEO & President, 10% Owner",P,37,0.05,38.65,-2.28,2.93
2018-12-27,AMD,Advanced Micro Devices Inc,155.41,WOLIN HARRY A,"SVP, GC & Corporate Secretary",S,155,-1.32,17.4,793.16,0.0
2018-12-27,WWE,World Wrestling Entertainment Inc,52.66,Barrios George A.,Co-President,S,52,-9.8,70.61,-25.42,0.9
2018-12-27,AMD,Advanced Micro Devices Inc,155.41,KUMAR DEVINDER,"SVP, CFO & Treasurer",S,155,-5.67,17.4,793.16,0.0
2018-12-27,MDB,MongoDB Inc,569.77,Eisenberg Meagen,Chief Marketing Officer,S,569,-36.69,80.1,611.32,0.0
2018-12-27,ACOR,Acorda Therapeutics Inc,3.47,SCOPIA CAPITAL MANAGEMENT LP,10% Owner,S,3,-1.77,14.66,-76.33,0.0
2018-12-27,AMD,Advanced Micro Devices Inc,155.41,Papermaster Mark D,Chief Technology Officer & SVP,S,155,-2.35,17.4,793.16,0.0
2018-12-27,CMCSA,Comcast Corp,51.91,BLOCK ARTHUR R,"EVP, GC and Secretary",S,51,-6.38,33.8,53.58,1.89
2018-12-27,SQBGQ,Sequential Brands Group Inc,0.0016,PRESCOTT GROUP CAPITAL MANAGEM,10% Owner,P,0,9.32,0.68,-99.76,0.0
2018-12-27,HIW,Highwoods Properties Inc,45.51,Evans Carlos E,Director,P,45,88.91,38.31,18.79,4.3
2018-12-27,XBIT,XBiotech Inc,12.67,MCKENZIE W  THORPE,"Director, 10% Owner",P,12,1.28,5.52,129.53,0.0
2018-12-27,PRVB,Provention Bio Inc,6.24,DIGIANDOMENICO ANTHONY,Director,P,6,37.24,1.95,220.0,0.0
2018-12-27,BBDC,Barings BDC Inc,11.22,BARINGS LLC,Investment Adviser,P,11,0.63,8.92,25.78,6.86
2018-12-27,SBBP,Strongbridge Biopharma PLC,2.0,"CDK ASSOCIATES, L.L.C.",10% Owner,P,2,0.76,3.99,-49.87,0.0
2018-12-27,ARWR,Arrowhead Pharmaceuticals Inc,71.11,GIVEN DOUGLAS B,Director,S,71,-2.03,12.0,492.58,0.0
2018-12-27,DYSL,Dynasil Corp of America,1.6,Sulick Peter,"President and CEO, 10% Owner",P,1,18.86,1.0,60.0,0.0
2018-12-27,HCAP,Harvest Capital Credit Corp,9.66,Jolson Joseph A,CEO,P,9,2.74,9.63,0.31,3.93
2018-12-27,FB,Meta Platforms Inc,345.3,Sandberg Sheryl,COO,S,345,-4.26,132.11,161.37,0.0
2018-12-27,CCLP,CSI Compressco LP,1.37,McNiven Roy,VP of Operations,P,1,22.4,2.3,-40.43,2.93
2018-12-27,BMRN,Biomarin Pharmaceutical Inc,91.47,LAWLIS V BRYAN,Director,S,91,-10.09,82.53,10.83,0.0
2018-12-27,BDSI,BioDelivery Sciences International Inc,3.07,Sirgo Mark A,Director,S,3,-0.4,2.91,5.5,0.0
2018-12-27,NHS,Neuberger Berman High Yield Strategies Fund,12.85,Lind Joseph,Portfolio Manager,P,12,100.0,9.63,33.44,8.46
2018-12-27,ENOB,Enochian BioSciences Inc,11.07,Sindlev Rene,"Director, 10% Owner",P,11,1.47,8.0,38.38,0.0
2018-12-27,NBH,Neuberger Berman Intermediate Muni Fund,16.3,TANK BRADLEY,CIO of Adviser of Issuer,P,16,100.0,12.56,29.78,4.59
2018-12-27,W,Wayfair Inc,274.81,Conine Steven,"Co-Founder, 10% Owner",S,274,-4.9,92.06,198.51,0.0
2018-12-27,W,Wayfair Inc,274.81,Shah Niraj,"CEO, 10% Owner",S,274,-4.95,92.06,198.51,0.0
2018-12-27,SCVL,Shoe Carnival Inc,41.78,KLEEBERGER KENT A,Director,S,41,-7.18,33.98,22.95,0.61
2018-12-27,SAFE,Safehold Inc,71.13,ISTAR INC.,10% Owner,P,71,0.28,18.99,274.57,0.94
2018-12-27,PPL,PPL Corp,28.4,Thompson Paul W,Chairman of a PPL Subsidiary,S,28,-38.13,28.25,0.53,5.86
2018-12-27,NWBO,Northwest Biotherapeutics Inc,0.915,Powers Linda F,"President and CEO, 10% Owner",S,0,-12.92,0.17,438.24,0.0
2018-12-27,MYJ,Blackrock Muniyield New Jersey Fund Inc,15.83,JAECKEL THEODORE R JR,Portfolio Manager,P,15,14.11,12.8,23.67,4.74
2018-12-27,MUJ,BlackRock MuniHoldings New Jersey Quality Fund Inc,15.53,JAECKEL THEODORE R JR,Portfolio Manager,S,15,-45.81,12.44,24.84,4.87
2018-12-27,BGIO,BlackRock 2022 Global Income Opportunity,2.61,Rieder Richard M,Portfolio Manager,P,2,0.69,8.18,-68.09,22.99
2018-12-27,NX,Quanex Building Products Corp,23.1,RUPP JOSEPH D,Director,P,23,287.88,12.99,77.83,1.4
2018-12-27,HIL,Hill International Inc,2.11,Ajdler Arnaud,Director,P,2,0.13,2.79,-24.37,0.0
2018-12-27,FEIM,Frequency Electronics Inc,9.77,Sarachek Russell M,Director,P,9,0.48,9.66,1.14,0.0
2018-12-27,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN BRUCE T,Member of a Group,P,41,0.85,59.46,-30.71,3.1
2018-12-26,PRVB,Provention Bio Inc,6.24,CATLIN AVERY W,Director,P,6,100.0,1.88,231.91,0.0
2018-12-26,HQH,Tekla Healthcare Investors,24.99,OMSTEAD DANIEL R,President,P,24,7.96,17.14,45.8,8.04
2018-12-26,THW,Tekla World Healthcare Fund,16.49,OMSTEAD DANIEL R,President,P,16,188.0,11.11,48.42,8.5
2018-12-26,LNG,Cheniere Energy Inc,104.23,BAILEY VICKY A,Director,S,104,-6.89,55.9,86.46,0.32
2018-12-26,BMRN,Biomarin Pharmaceutical Inc,91.47,BIENAIME JEAN JACQUES,CEO,S,91,-0.84,80.5,13.63,0.0
2018-12-26,PED,PEDEVCO Corp,1.15,SIEM IVAR,Director,P,1,100.0,0.59,94.92,0.0
2018-12-26,SODI,Solitron Devices Inc,10.0,Olesen Value Fund GP LLC,10% Owner,P,10,4.04,1.74,474.71,0.0
2018-12-26,APPN,Appian Corp,76.8,Abdiel Qualified Master Fund L,10% Owner,P,76,1.23,24.92,208.19,0.0
2018-12-26,DXLG,Destination XL Group Inc,8.4,CANNELL CAPITAL LLC,10% Owner,P,8,0.18,2.01,317.91,0.0
2018-12-26,BASXQ,Basic Energy Services Inc,0.0002,SCHORLEMER DAVID SCOTT,See Remarks,P,0,25.0,4.05,-100.0,0.0
2018-12-26,NEM,Newmont Corp,56.55,Gottesfeld Stephen P,EVP and General Counsel,S,56,-7.85,35.01,61.53,3.62
2018-12-26,ODT,Odonate Therapeutics Inc,1.83,TANG KEVIN C,"CEO, 10% Owner",P,1,0.47,12.6,-85.48,0.0
2018-12-26,MEET,The Meet Group Inc,6.29,"Luxor Capital Group, LP",10% Owner,P,6,2.2,3.95,59.24,0.0
2018-12-26,SYNL,Synalloy Corp,13.38,Privet Fund LP,,P,13,3.08,16.8,-20.36,0.0
2018-12-26,CRVL,CorVel Corp,195.35,CLEMONS V GORDON,Chairman of the Board,S,195,-0.11,60.13,224.88,0.0
2018-12-26,BKGM,BankGuam Holding Co,12.24,Leon Guerrero Eugenia Aflague,10% Owner,P,12,19.05,10.0,22.4,3.27
2018-12-26,PED,PEDEVCO Corp,1.15,SIEM IVAR,Director,P,1,100.0,0.59,94.92,0.0
2018-12-26,H,Hyatt Hotels Corp,84.62,JNP Parachute Trust #2,See Remarks,S,84,-52.3,64.99,30.2,0.0
2018-12-26,H,Hyatt Hotels Corp,84.62,JNP Parachute Mirror Trust A,See Remarks,S,84,-100.0,64.99,30.2,0.0
2018-12-26,H,Hyatt Hotels Corp,84.62,JNP Parachute Mirror Trust B,See Remarks,S,84,-100.0,64.99,30.2,0.0
2018-12-26,DSPG,DSP Group Inc,21.95,Paul Cynthia,Director,P,21,8.27,10.56,107.86,0.0
2018-12-26,REV,Revlon Inc,12.96,PERELMAN RONALD O,"Director, 10% Owner",P,12,0.13,23.18,-44.09,0.0
2018-12-26,RLH,Red Lion Hotels Corp,3.49,"Coliseum Capital Management, L",10% Owner,P,3,1.53,7.39,-52.77,0.0
2018-12-26,MHK,Mohawk Industries Inc,177.34,BALCAEN FILIP,Director,P,177,0.45,109.76,61.57,0.0
2018-12-26,NGHC,National General Holdings Corp,34.18,Karfunkel Barry,CEO,P,34,6.4,23.13,47.77,0.59
2018-12-26,UBP,Urstadt Biddle Properties Inc,17.71,BIDDLE WILLING L,"President and CEO, 10% Owner",S,17,-1.36,15.5,14.26,3.75
2018-12-26,ENDV,Endonovo Therapeutics Inc,0.0172,Mann Michael Scott,President,P,0,0.11,0.02,-14.0,0.0
2018-12-26,UBP,Urstadt Biddle Properties Inc,17.71,BIDDLE WILLING L,"President and CEO, 10% Owner",P,17,1.4,15.5,14.26,3.75
2018-12-26,SGMS,Scientific Games Corp,67.61,PERELMAN RONALD O,"Director, 10% Owner",P,67,0.85,16.51,309.51,0.0
2018-12-26,UBP,Urstadt Biddle Properties Inc,17.71,Biddle Catherine U,"Director, 10% Owner",S,17,-1.36,15.5,14.26,3.75
2018-12-26,UBP,Urstadt Biddle Properties Inc,17.71,Biddle Catherine U,"Director, 10% Owner",P,17,1.4,15.5,14.26,3.75
2018-12-26,ATEA,Astea International Inc,11.95,Kanen David,10% Owner,P,11,1.94,5.5,117.27,0.0
2018-12-26,CUK,Carnival PLC,18.85,DONALD ARNOLD W,President & CEO,P,18,4.47,46.43,-59.4,0.0
2018-12-26,CCL,Carnival Corp,20.49,DONALD ARNOLD W,President & CEO,P,20,4.47,46.43,-55.87,0.0
2018-12-26,AIRI,Air Industries Group,1.04,Melluzzo Luciano M,President,P,1,75.0,0.79,31.65,0.0
2018-12-26,MUH,"Blackrock Muniholdings Fund II , Inc",14.72,JAECKEL THEODORE R JR,Portfolio Manager,S,14,-100.0,12.7,15.91,4.83
2018-12-26,BBDC,Barings BDC Inc,11.22,BARINGS LLC,Investment Adviser,P,11,0.52,8.96,25.22,6.86
2018-12-26,BGIO,BlackRock 2022 Global Income Opportunity,2.61,Rieder Richard M,Portfolio Manager,P,2,1.86,8.4,-68.93,22.99
2018-12-26,MYJ,Blackrock Muniyield New Jersey Fund Inc,15.83,JAECKEL THEODORE R JR,Portfolio Manager,P,15,16.84,12.8,23.67,4.74
2018-12-26,SRAX,SRAX Inc,5.3,MIGLINO CHRISTOPHER,CEO,P,5,0.96,1.6,231.25,0.0
2018-12-26,MYD,Blackrock Muniyield Fund Inc,14.58,JAECKEL THEODORE R JR,Portfolio Manager,S,14,-99.99,12.56,16.08,4.58
2018-12-26,MUJ,BlackRock MuniHoldings New Jersey Quality Fund Inc,15.53,JAECKEL THEODORE R JR,Portfolio Manager,S,15,-31.42,12.4,25.24,4.87
2018-12-26,BBF,Blackrock Municipal Inc Invstmt Tr,14.42,JAECKEL THEODORE R JR,Portfolio Manager,P,14,88.72,12.0,20.17,4.2
2018-12-26,FBNC,First Bancorp,47.93,MOORE RICHARD H,CEO,P,47,2.19,31.35,52.89,1.63
2018-12-26,MVF,Blackrock Munivest Fund Inc,9.55,Hayes Peter,Officer of the Advisor,S,9,-100.0,8.25,15.76,4.21
2018-12-26,MUJ,BlackRock MuniHoldings New Jersey Quality Fund Inc,15.53,Hayes Peter,Officer of the Advisor,S,15,-100.0,12.4,25.24,4.87
2018-12-26,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc",7.99,Baker James C,President,P,7,9.21,12.76,-37.38,8.15
2018-12-26,MQT,"BLACKROCK MUNIYIELD QUALITY FUND II, INC.",14.63,Hayes Peter,Officer of the Advisor,S,14,-100.0,11.32,29.24,4.42
2018-12-26,PBBI,PB Bancorp Inc,15.25,Sinha Jitendra,Director,P,15,8.37,10.5,45.24,1.84
2018-12-26,MHD,Blackrock Muniholdings Fund Inc,16.8,Hayes Peter,Officer of the Advisor,S,16,-100.0,14.52,15.7,4.32
2018-12-26,PED,PEDEVCO Corp,1.15,SIEM IVAR,Director,P,1,100.0,0.59,94.92,0.0
2018-12-26,MCF,Contango Oil & Gas Co,3.39,GOFF JOHN C,"Director, 10% Owner",P,3,4.16,2.96,14.53,0.0
