Exchange,Symbol,Company,Currency,Price,Insider Name,Insider Position,Date,Buy/Sell,Insider Trading Shares,Shares Change,Price,Cost(000),Final Share,Price Change Since Insider Trade (%),Dividend Yield %,PE Ratio,Market Cap ($M)
NAS,ADES,Advanced Emissions Solutions Inc,$,6.97,Alta Fundamental Advisers SP L,Director,2018-12-28,P,65000,5.01,9.97,648.05,1361379,-30.09,0,2.35,131.489
NAS,NEON,Neonode Inc,$,11,"Lindqvist Lars, Goran",CFO,2018-12-28,P,4375,87.5,1.6,7,9375,587.5,0,At Loss,149.175
NAS,BMRN,Biomarin Pharmaceutical Inc,$,91.47,BIENAIME JEAN JACQUES,CEO,2018-12-28,S,3000,-0.63,84.04,252.12,469791,8.84,0,1143.38,16793.292
NAS,NEON,Neonode Inc,$,11,Persson Hakan,CEO,2018-12-28,P,34375,100,1.6,55,34375,587.5,0,At Loss,149.175
NAS,NEON,Neonode Inc,$,11,Bunge Andreas,Director,2018-12-28,P,29000,38.67,1.6,46.4,104000,587.5,0,At Loss,149.175
NAS,NEON,Neonode Inc,$,11,Rosberg Ulf,"Director, 10% Owner",2018-12-28,P,1138796,252.42,1.6,1822.07,1589956,587.5,0,At Loss,149.175
NAS,EGLE,Eagle Bulk Shipping Inc,$,37.62,Oaktree Capital Group Holdings,10% Owner,2018-12-28,P,960000,3.8,4.39,4214.4,3745644.54,756.95,5.31,5.77,511.291
NYSE,PWR,Quanta Services Inc,$,121.06,FOSTER VINCENT D,Director,2018-12-28,P,9000,3.83,29.99,269.91,243858,303.67,0.2,31.77,17250.963
NYSE,CIEN,Ciena Corp,$,60.77,SMITH GARY B,"PRESIDENT, CEO",2018-12-28,S,9600,-1.51,32.33,310.368,627214,87.97,0,20.58,9415.047
OTCPK,MNTR,Mentor Capital Inc,$,0.09505,Stansfield Lori,CFO,2018-12-28,S,-,-16.67,0.32,3.2,50000,-70.3,0,At Loss,2.172
NAS,FWBI,First Wave BioPharma Inc,$,1.99,Spoor Johan M.,PRESIDENT AND CEO,2018-12-28,P,38583,11.35,1.3,50.1579,37846.8,53.08,0,At Loss,19.830
NYSE,RIG,Transocean Ltd,$,2.98,DAVIS HOWARD E,"EVP, CAO & CIO",2018-12-28,S,55212,-100,7.1,392.005,0,-58.03,0,At Loss,1953.405
NAS,DBX,Dropbox Inc,$,25.03,Vashee Ajay,CFO,2018-12-28,S,13731,-3.32,21,288.351,400134,19.19,0,At Loss,9573.223
NAS,DBX,Dropbox Inc,$,25.03,Clark Quentin,See Remarks,2018-12-28,S,16666,-1.02,21.01,350.153,1611436,19.13,0,At Loss,9573.223
NAS,FWBI,First Wave BioPharma Inc,$,1.99,Shenouda Maged,CHIEF FINANCIAL OFFICER,2018-12-28,P,20000,47.06,1.31,26.2,6250,51.91,0,At Loss,19.830
NYSE,MEI,Methode Electronics Inc,$,47.39,Tsoumas Ronald L.G.,VP Finance and CFO,2018-12-28,P,5735,6.03,24.98,143.26,100801,89.71,1.05,13.9,1808.921
NAS,CROX,Crocs Inc,$,175.5,Hart Daniel P,Executive Vice President,2018-12-28,S,25000,-7.65,27,675,301875,550,0,15.25,10327.717
NAS,MEET,The Meet Group Inc,$,6.29,"Luxor Capital Group, LP",10% Owner,2018-12-28,P,263852,2.78,4.39,1158.31,9743700,43.28,0,28.36,458.260
NYSE,DCP,DCP Midstream LP,$,28.32,FOWLER FRED J,Director,2018-12-28,P,2500,10.29,26.1,65.25,26800,8.51,5.52,57.92,5901.145
NAS,AREXQ,Approach Resources Inc,$,0.008,Krylov Sergei,EVP & CFO,2018-12-28,S,18921,-3.05,0.93,17.5965,600817,-99.14,0,At Loss,0.750
NYSE,IFF,International Flavors & Fragrances Inc,$,150.03,Winder Investment Pte Ltd,10% Owner,2018-12-28,P,52200,0.27,132.31,6906.58,19486458,13.39,2.07,121.99,38189.685
NYSE,OII,Oceaneering International Inc,$,11.12,Lawrence David K,"Sr. V.P., Gen.Counsel and Sec.",2018-12-28,P,2500,6.07,11.99,29.975,43699,-7.26,0,At Loss,1109.762
NAS,ADRO,Aduro Biotech Inc,$,14.6,van Elsas Andrea,Chief Scientific Officer,2018-12-28,S,1907,-0.75,2.57,4.90099,50496.4,468.09,0,At Loss,236.930
NAS,PRVB,Provention Bio Inc,$,6.24,DIGIANDOMENICO ANTHONY,Director,2018-12-28,P,-,13.57,1.76,17.6,83712,254.55,0,At Loss,395.459
NAS,PRVB,Provention Bio Inc,$,6.24,Pisano Wayne,Director,2018-12-28,P,5000,200,1.8,9,7500,246.67,0,At Loss,395.459
NAS,FLMN,Falcon Minerals Corp,$,5.24,HITE Hedge Asset Management LL,10% Owner,2018-12-28,P,1390003,27.78,7.29,10133.1,6394098,-28.12,7.45,33.44,243.014
NAS,ROKU,Roku Inc,$,234.1,Smith Chas,"GM, Sr. VP Roku TV & Players",2018-12-28,S,16319,-100,30.23,493.323,0,674.4,0,112.27,31454.321
NYSE,ELLI,Ellie Mae Inc,$,98.99,SCHREINER GATES CATHLEEN,"EVP, Sales & Marketing",2018-12-28,S,2549,-5.75,64,163.136,41789,54.67,0,At Loss,3445.100
NAS,GSHD,Goosehead Insurance Inc,$,130.99,Jones Robyn Mary Elizabeth,Member of 10% owner group,2018-12-28,S,7747,-0.04,27,209.169,17496075,385.15,0,345.99,4849.889
NAS,GSHD,Goosehead Insurance Inc,$,130.99,Jones Mark Evan,Member of 10% owner group,2018-12-28,S,7747,-0.04,27,209.169,17487502,385.15,0,345.99,4849.889
NAS,GSHD,Goosehead Insurance Inc,$,130.99,Mark & Robyn Jones Descendants,Member of 10% owner group,2018-12-28,S,7747,-0.44,27,209.169,1748281,385.15,0,345.99,4849.889
NAS,GSHD,Goosehead Insurance Inc,$,130.99,Colby Michael C.,President and COO,2018-12-28,S,20000,-1.65,26.47,529.4,1189199,394.86,0,345.99,4849.889
NAS,OSS,One Stop Systems Inc,$,5.26,RAUN DAVID,Director,2018-12-28,P,2500,25,2.05,5.125,12500,156.59,0,34.87,98.184
NAS,TSLA,Tesla Inc,$,1137.06,Straubel Jeffrey B,Chief Technical Officer,2018-12-28,S,15000,-4.67,325.64,4884.6,1531990,249.18,0,367.97,1141909.393
NYSE,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc",$,7.99,Shea William H JR,Director,2018-12-28,P,2000,24.33,12.75,25.5,10219,-37.33,8.15,3,1010.315
NAS,PETQ,PetIQ Inc,$,22.43,Santana Will,Executive Vice President,2018-12-28,S,10600,-53,23.53,249.418,9400,-4.67,0,At Loss,653.501
NYSE,WMT,Walmart Inc,$,142.39,WALTON ALICE L,10% Owner,2018-12-28,S,734950,-0.05,92.48,67968.2,1463678569,53.97,1.53,49.79,397054.203
NYSE,WMT,Walmart Inc,$,142.39,WALTON JIM C,10% Owner,2018-12-28,S,734950,-0.05,92.48,67968.2,1467052213,53.97,1.53,49.79,397054.203
NYSE,WMT,Walmart Inc,$,142.39,WALTON S ROBSON,"Director, 10% Owner",2018-12-28,S,734950,-0.05,92.48,67968.2,1459842243,53.97,1.53,49.79,397054.203
NYSE,CNR,Cornerstone Building Brands Inc,$,16.77,HOLLAND JOHN J,Director,2018-12-28,P,7500,26.42,7.2,54,35888,132.92,0,3.44,2116.692
NYSE,FSLF,THL Credit Senior Loan Fund,$,15.78,Wilson Jennifer,"PFO, Treasurer & Secretary",2018-12-28,P,1700,100,14.88,25.296,1700,6.05,5.58,At Loss,117.072
NAS,CCLP,CSI Compressco LP,$,1.37,LIDDLE CHRISTOPHER,VP Manufacturing,2018-12-28,P,34403,100,2.28,78.4388,34403,-39.91,2.93,At Loss,189.596
NAS,CDXS,Codexis Inc,$,37.22,BARUCH THOMAS R,Director,2018-12-28,S,25000,-19.52,16.03,400.75,103093,132.19,0,At Loss,2414.657
NAS,CCLP,CSI Compressco LP,$,1.37,LUNA MIGUEL A,VP,2018-12-28,P,11500,65.18,2.2,25.3,29144,-37.73,2.93,At Loss,189.596
NYSE,TWTR,Twitter Inc,$,48.4,Williams Evan Clark,Director,2018-12-28,S,682242,-4.9,28.14,19198.3,13238260,72,0,At Loss,38701.118
NAS,CCLP,CSI Compressco LP,$,1.37,Moscoso Michael E,"Vice President, Finance",2018-12-28,P,4000,51.94,2.28,9.12,11701,-39.91,2.93,At Loss,189.596
NYSE,TTI,Tetra Technologies Inc,$,2.86,Brightman Stuart M,CEO,2018-12-28,P,100000,8.55,1.41,141,1269258,102.84,0,4.03,363.050
NYSE,CEM,"Legg Mason Partners Fund Advisor, LLC",$,27.98,Freeman Richard A,Portfolio Manager of the Fund,2018-12-28,S,31421,-100,10.12,317.981,0,176.48,6.84,At Loss,387.074
NAS,SEAC,SeaChange International Inc,$,0.7825,SINGER KAREN,10% Owner,2018-12-28,P,1300,0.03,1.24,1.612,4327717,-36.9,0,At Loss,38.376
NAS,FSCT,ForeScout Technologies Inc,$,28.99,Abreu Pedro,Chief Strategy Officer,2018-12-28,S,6969,-93.83,26.34,183.563,458,10.06,0,At Loss,1441.150
NYSE,CTR,ClearBridge Energy MLP Total Return Fund,$,24.83,Freeman Richard A,Portfolio Manager of the Fund,2018-12-28,S,14955,-97.33,7.61,113.808,82.162,226.28,6.6,2.06,176.730
NAS,BBSI,Barrett Business Services Inc,$,75.27,Justesen Jon L,Director,2018-12-28,S,1235,-3.69,57.16,70.5926,32235,31.68,1.6,16.62,564.896
NYSE,BBDC,Barings BDC Inc,$,11.22,BARINGS LLC,Investment Adviser,2018-12-28,P,78100,0.63,9.09,709.929,12527227.19,23.43,6.86,7.63,732.845
NYSE,AVK,Advent Claymore Convt Security & Income Fund,$,18.81,MEDINA DEREK,Trustee,2018-12-28,P,4099,141.3,12.56,51.4834,7000,49.76,7.47,2.31,649.420
NAS,CRVL,CorVel Corp,$,195.35,CLEMONS V GORDON,Chairman of the Board,2018-12-28,S,2000,-0.11,61.54,123.08,1862612,217.44,0,60.29,3461.577
AMEX,PED,PEDEVCO Corp,$,1.15,Clark Moore,Executive VP,2018-12-28,S,39000,-11.41,0.67,26.13,302810,71.64,0,At Loss,96.842
NAS,OTLK,Outlook Therapeutics Inc,$,1.54,HILZINGER KURT J,Director,2018-12-28,P,18354,43.17,0.53,9.72762,7608.375,190.57,0,At Loss,270.026
NYSE,CBKCQ,Christopher & Banks Corp,$,0.0002,Bundy Richard,"SVP, CFO",2018-12-28,P,20000,26.4,0.47,9.4,95757,-99.96,0,At Loss,0.008
NAS,ATRA,Atara Biotherapeutics Inc,$,18.3,Ciechanover Isaac E.,CEO,2018-12-28,S,7800,-1.04,33.88,264.264,745163,-45.99,0,At Loss,1618.040
OTCPK,AIMD,Ainos Inc,$,0.65,CHEN STEPHEN T,"President, Chairman & CEO, 10% Owner",2018-12-28,P,11000,0.96,0.23,2.53,1160537,182.61,0,At Loss,92.586
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN VICTOIRE G,Member of a Group,2018-12-28,P,3183,0.46,61.36,195.309,687834,-32.86,3.1,At Loss,693.266
NAS,MRIN,Marin Software Inc,$,5.45,"ESW Capital, LLC",10% Owner,2018-12-28,S,625128,-51.92,7.31,4569.69,579000,-25.44,0,At Loss,84.435
NYSE,DIS,The Walt Disney Co,$,154,BRAVERMAN ALAN N,"Sr EVP, General Counsel & Secy",2018-12-28,S,1153,-0.97,107.7,124.178,118231.0066,42.99,0,141.29,279837.496
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN ALFRED M ET AL,Chairman,2018-12-28,P,3278,0.48,61.35,201.105,687929,-32.84,3.1,At Loss,693.266
NYSE,QMCO,Quantum Corp,$,6.07,"BRC Partners Opportunity Fund,",10% Owner,2018-12-28,P,516893,45.11,1.42,733.988,1662696,327.46,0,At Loss,359.838
NAS,INFO,IHS Markit Ltd,$,129.15,ROSENTHAL JAMES A,Director,2018-12-28,P,1000,9.62,47.3,47.3,11397,173.04,0.62,83.31,51510.363
NAS,RMNI,Rimini Street Inc,$,6.9,Shay Thomas C.,SVP Global Operations,2018-12-28,S,11700,-0.24,5.01,58.617,4783157,37.72,0,At Loss,598.851
NAS,CECE,CECO Environmental Corp,$,6.57,Sadlowski Dennis,CEO,2018-12-28,P,1000,1.16,6.59,6.59,87453,-0.3,0,131.4,235.267
AMEX,NHS,Neuberger Berman High Yield Strategies Fund,$,12.85,TANK BRADLEY,CIO of Adviser of Issuer,2018-12-28,P,38867,43.46,9.58,372.346,128299,34.13,8.46,3.95,188.399
NAS,SGMS,Scientific Games Corp,$,67.61,PERELMAN RONALD O,"Director, 10% Owner",2018-12-28,P,400000,1.12,17.11,6844,36138768,295.15,0,36.95,6525.205
NAS,OPK,OPKO Health Inc,$,4.35,FROST PHILLIP MD ET AL,"CEO & Chairman, 10% Owner",2018-12-28,P,100000,0.05,3.13,313,211914633,38.98,0,39.55,2963.834
NYSE,REV,Revlon Inc,$,12.96,PERELMAN RONALD O,"Director, 10% Owner",2018-12-28,P,55000,0.12,24.48,1346.4,45338321,-47.06,0,At Loss,695.432
NAS,TURN,180 Degree Capital Corp,$,7.6,Wolfe Daniel B,President,2018-12-28,P,1500,0.59,1.76,2.64,84666.582,331.82,0,2.94,78.840
NAS,DLPN,Dolphin Entertainment Inc,$,9.8,O'Dowd William IV,"CEO, 10% Owner",2018-12-28,P,14990,0.87,1.33,19.9367,345866.6,636.84,0,At Loss,74.877
NAS,SSP,The E W Scripps Co,$,20.47,Scripps Eaton M,10% Owner,2018-12-28,P,30076,5.12,15.4,463.17,617317,32.92,0.24,6.3,1689.270
NAS,PESI,Perma-Fix Environmental Services Inc,$,6.94,CENTOFANTI LOUIS F,EVP of Strategic Initiatives,2018-12-28,P,2800,1.27,2.24,6.272,223025,209.82,0,26.69,91.711
NYSE,HIL,Hill International Inc,$,2.11,CHADWICK JAMES M,Director,2018-12-28,P,12518,1.17,2.75,34.4245,1079464,-23.27,0,At Loss,119.590
NAS,NTNX,Nutanix Inc,$,34.27,Wall Tyler,Chief Legal Officer,2018-12-28,S,34144,-99.03,40.36,1378.05,335,-15.09,0,At Loss,7434.056
NYSE,AP,Ampco-Pittsburgh Corp,$,4.99,ABEL JAMES J,Director,2018-12-28,P,15000,57.11,3.06,45.9,41266,63.07,0,55.45,95.278
AMEX,TPHS,Trinity Place Holdings Inc,$,1.87,"Messinger, Matthew",President and CEO,2018-12-28,P,2000,0.23,4.22,8.44,880550,-55.69,0,At Loss,66.036
NAS,PESI,Perma-Fix Environmental Services Inc,$,6.94,Duff Mark,President and CEO,2018-12-28,P,1050,11.67,2.36,2.478,10051,194.07,0,26.69,91.711
NAS,VRCA,Verrica Pharmaceuticals Inc,$,11.44,Davidson Matt,10% Owner,2018-12-27,S,4100,-0.13,8.02,32.882,3082969,42.64,0,At Loss,314.818
OTCPK,LIVC,Live Current Media Inc,$,0.34975,Vahabzadeh Amir,Director,2018-12-27,P,1700,0.04,0.06,0.102,3809518,482.92,0,58.29,12.184
NYSE,GRA,W R Grace & Co,$,69.99,40 NORTH LATITUDE MASTER FUND ,10% Owner,2018-12-27,P,233720,2.57,60.7,14186.8,9344510,15.3,1.33,60.34,4638.241
OTCPK,NANX,Nanophase Technologies Corp,$,4.1,WHITMORE R JANET,Director,2018-12-27,P,1415,0.09,0.75,1.06125,1524560,446.67,0,57.75,199.775
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN CORBIN,Member of a Group,2018-12-27,P,1126,0.3,58.29,65.6345,379702,-29.32,3.1,At Loss,693.266
AMEX,WTT,Wireless Telecom Group Inc,$,2,Manko Joseph M. Jr.,10% Owner,2018-12-27,P,21479,1.02,1.65,35.4403,2133432,21.21,0,At Loss,44.844
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN ALFRED M ET AL,Chairman,2018-12-27,P,5062,0.75,59.24,299.873,684115,-30.45,3.1,At Loss,693.266
NAS,NVLNF,Novelion Therapeutics Inc,$,0.702,Broadfin Healthcare Master Fun,10% Owner,2018-12-27,S,450001,-23.09,0.89,400.501,1498553,-21.12,0,At Loss,13.810
NAS,FPAY,FlexShopper Inc,$,2.39,Dvorkin Howard,10% Owner,2018-12-27,P,51640,1.87,0.72,37.1808,2820290,231.94,0,At Loss,51.100
AMEX,RVP,Retractable Technologies Inc,$,8.7,SHAW THOMAS J,"President and CEO, 10% Owner",2018-12-27,P,4499,0.02,0.64,2.87936,18083953,1259.38,0,5.76,295.879
NYSE,GGZ,The Gabelli Global Small and Mid Cap Value Trust,$,16.45,ALPERT BRUCE N,President,2018-12-27,P,1000,19.75,9.58,9.58,6063,71.71,3.87,2.17,147.155
AMEX,TAT,TransAtlantic Petroleum Ltd,$,0.246,Mitchell Noah Malone III,"CEO, 10% Owner",2018-12-27,P,81124,0.48,1.02,82.7465,16989699,-75.88,0,At Loss,18.560
NAS,AOSL,Alpha & Omega Semiconductor Ltd,$,44.63,Chang Mike F,"CEO, 10% Owner",2018-12-27,P,37671,0.89,9.86,371.436,4272717,352.64,0,17.12,1177.228
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,Trust dated 9/28/2000 between ,Member of a Group,2018-12-27,P,1291,0.85,59.46,76.7629,153380,-30.71,3.1,At Loss,693.266
NAS,SIC,Select Interior Concepts Inc,$,14.49,"BRC Partners Opportunity Fund,",10% Owner,2018-12-27,P,25684,1.02,6,154.104,2549517,141.5,0,7.39,375.960
NAS,VTVT,vTv Therapeutics Inc,$,1.42,PERELMAN RONALD O,10% Owner,2018-12-27,P,815217,6.57,1.84,1500,13232785,-22.83,0,At Loss,127.852
NAS,SMTX,SMTC Corp,$,6.04,WASZAK STEVEN M,CFO,2018-12-27,P,1500,50,3.8,5.7,4500,58.95,0,At Loss,172.223
NAS,OSS,One Stop Systems Inc,$,5.26,RAUN DAVID,Director,2018-12-27,P,-,100,2.1,21,-,150.48,0,34.87,98.184
NAS,ARPO,Aerpio Pharmaceuticals Inc,$,2.2,Satter Muneer A,"Director, 10% Owner",2018-12-27,P,60000,1.12,1.74,104.4,362536.2793,26.44,0,At Loss,104.853
NYSE,VLT,Invesco High Income Trust II,$,14.63,"Saba Capital Management, L.P.",10% Owner,2018-12-27,P,4016,0.37,12.34,49.5574,1079974,18.56,7.91,8.76,95.042
NAS,INOD,Innodata Inc,$,7.24,Toor Nauman Sabeeh,10% Owner,2018-12-27,P,73448,2.07,1.49,109.438,3625023,385.91,0,452.52,196.592
NYSE,CRM,Salesforce.com Inc,$,301.17,Benioff Marc,Chairman of the Board & co-CEO,2018-12-27,S,15000,-0.05,126.27,1894.05,31790800,138.51,0,120.95,294845.430
NYSE,TFX,Teleflex Inc,$,318.83,POWELL THOMAS E,Executive Vice President & CFO,2018-12-27,S,5324,-38.65,242.25,1289.74,8451,31.61,0.42,34.84,14935.575
NAS,DFRG,Del Frisco&prime;s Restaurant Group Inc,$,7.98,Armistice Capital Master Fund ,10% Owner,2018-12-27,P,103000,1.15,6.38,657.14,9056000,25.08,0,At Loss,267.350
NAS,BOKF,BOK Financial Corp,$,105.99,BANGERT STEVEN,Director,2018-12-27,S,11500,-6.76,73.01,839.615,158711,45.17,1.98,11.22,7270.570
NAS,ZS,Zscaler Inc,$,368.78,Sinha Amit,CTO & EVP of Eng/Cloud Ops,2018-12-27,S,19140,-1.18,39.66,759.092,1607375,829.85,0,At Loss,51163.056
NAS,NYNY,Empire Resorts Inc,$,9.75,PEARLMAN EMANUEL R,Executive Chairman,2018-12-27,S,2000,-1.48,9.32,18.64,132722,4.61,0,At Loss,335.750
OTCPK,ABHD,Abtech Holdings Inc,$,1.08,Greenwald David,Director,2018-12-27,S,4756,-98.96,1.04,4.94624,50,3.85,0,At Loss,2.730
AMEX,ROX,Castle Brands Inc,$,1.26,FROST PHILLIP MD ET AL,"Director, 10% Owner",2018-12-27,P,75000,0.14,0.83,62.25,54141285,51.81,0,At Loss,214.670
NYSE,ADX,Adams Diversified Equity Fund Inc,$,19.3,Escherich Frederic A,Director,2018-12-27,P,1700,3.89,12.15,20.655,45347.472,58.85,5.33,2.96,2142.824
NAS,TURN,180 Degree Capital Corp,$,7.6,Rendino Kevin,Chairman and CEO,2018-12-27,P,2720,0.5,1.75,4.76,181253.8187,334.29,0,2.94,78.840
NAS,CUE,Cue Biopharma Inc,$,14.83,DIGIANDOMENICO ANTHONY,Director,2018-12-27,P,20000,66.67,4.77,95.4,50000,210.9,0,At Loss,471.014
NAS,FEIM,Frequency Electronics Inc,$,9.77,"Edenbrook Capital, LLC","Director, 10% Owner",2018-12-27,P,3000,1.12,9.69,29.07,271504,0.83,0,At Loss,90.332
NAS,CTXS,Citrix Systems Inc,$,85.1,FERRER MARK J,"EVP, Chief Revenue Officer",2018-12-27,S,1388,-2.23,100.14,138.994,60809.056,-15.02,1.74,33.77,10613.917
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN VICTOIRE G,Member of a Group,2018-12-27,P,4787,0.7,59.31,283.917,684084,-30.53,3.1,At Loss,693.266
NAS,MORN,Morningstar Inc,$,323.62,Mansueto Joseph D,"Executive Chairman, 10% Owner",2018-12-27,S,23049,-0.1,108.09,2491.37,22774685,199.4,0.39,66.04,13946.565
AMEX,BRN,Barnwell Industries Inc,$,2.41,ANDERSON MARTIN,Director,2018-12-27,S,5000,-100,1.26,6.3,0,91.27,0,3.78,22.764
AMEX,ELA,Envela Corp,$,4.22,Pedersen Bret Allen,CFO,2018-12-27,P,1300,5.06,0.41,0.533,27000,929.27,0,12.78,113.622
NYSE,CRCM,Care.com Inc,$,15,Marcelo Sheila Lirio,President and CEO,2018-12-27,S,30000,-2.15,18.99,569.7,1363959,-21.01,0,At Loss,499.030
NAS,PLXP,PLx Pharma Inc,$,10.07,Park West Asset Management LLC,10% Owner,2018-12-27,P,397495,36.95,1,397.495,1473218,907,0,At Loss,277.301
NYSE,KNX,Knight-Swift Transportation Holdings Inc,$,57,MOYES JERRY,,2018-12-27,S,1173680,-4.33,24.98,29318.5,25951923,128.18,0.62,15.16,9459.557
NAS,CPRX,Catalyst Pharmaceuticals Inc,$,7.32,DENKHAUS DONALD A,Director,2018-12-27,P,25000,12.5,1.91,47.75,225000,283.25,0,18.77,754.821
NYSE,IFF,International Flavors & Fragrances Inc,$,150.03,Winder Investment Pte Ltd,10% Owner,2018-12-27,P,68100,0.35,130.02,8854.36,19434258,15.39,2.07,121.99,38189.685
NAS,CRVS,Corvus Pharmaceuticals Inc,$,3.5,MILLER RICHARD A MD,President and CEO,2018-12-27,P,20000,1.8,3.29,65.8,1128795,6.38,0,58.33,162.917
AMEX,IDN,Intellicheck Inc,$,5.42,Lewis Bryan,President and CEO,2018-12-27,P,1000,6.05,2,2,17534,171,0,At Loss,101.596
NAS,PLAB,Photronics Inc,$,14.06,MACRICOSTAS GEORGE,Director,2018-12-27,S,3000,-5.17,9.6,28.8,55000,46.46,0,20.68,859.784
NAS,FFNW,First Financial Northwest Inc,$,16.88,PADRICK KEVIN D,Director,2018-12-27,P,9249,24.91,15.05,139.197,46374,12.16,2.54,13.18,157.841
NAS,PLAB,Photronics Inc,$,14.06,TYSON MITCHELL G,Director,2018-12-27,S,1900,-2.63,9.54,18.126,70379,47.38,0,20.68,859.784
NYSE,AFT,Apollo Senior Floating Rate Fund Inc.,$,16.32,Moroney Joseph A.,President,2018-12-27,P,1500,23.44,13.64,20.46,7900,19.65,5.77,5.47,254.154
NYSE,AIF,Apollo Tactical Income Fund Inc.,$,15.79,Moroney Joseph A.,President,2018-12-27,P,1500,23.46,14.23,21.345,7895,10.96,6.09,4.8,228.388
OTCPK,MSLP,MusclePharm Corp,$,0.6,WYNNEFIELD PARTNERS SMALL CAP ,10% Owner,2018-12-27,P,2075,0.12,0.57,1.18275,1743380,5.26,0,300.01,20.088
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN THOMAS T,Member of a Group,2018-12-27,P,1126,0.3,58.29,65.6345,379702,-29.32,3.1,At Loss,693.266
NYSE,HT,Hersha Hospitality Trust,$,10.29,Hutchison Thomas J III,Director,2018-12-27,S,-,-11.69,16.94,169.4,75510,-39.26,0,At Loss,404.594
NAS,FLMN,Falcon Minerals Corp,$,5.24,HITE Hedge Asset Management LL,10% Owner,2018-12-27,P,1019285,20.23,7.26,7400.01,6058761,-27.82,7.45,33.44,243.014
NYSE,CIO,City Office REIT Inc,$,18.02,Tylee Gregory,President & COO,2018-12-27,P,5000,2.43,9.83,49.15,210709,83.32,3.32,17.73,784.851
NAS,SEAC,SeaChange International Inc,$,0.7825,SINGER KAREN,10% Owner,2018-12-27,P,11090,0.26,1.23,13.6407,4326417,-36.38,0,At Loss,38.376
NAS,NTWK,NETSOL Technologies Inc,$,4.7,GHAURI NAEEM,Director,2018-12-27,P,5000,1.13,5.7,28.5,447365,-17.54,0,31.33,52.850
NAS,BOKF,BOK Financial Corp,$,105.99,BANGERT STEVEN,Director,2018-12-27,S,11500,-6.8,73.01,839.615,157691,45.17,1.98,11.22,7270.570
NYSE,GS,Goldman Sachs Group Inc,$,387.39,PALM GREGORY K,Executive VP - General Counsel,2018-12-27,S,16451,-1.57,158.41,2606,1033922,144.55,1.47,6.38,129224.674
NYSE,PAGP,Plains GP Holdings LP,$,10.53,Brown Oscar K,Director,2018-12-27,P,4400,45.83,19.54,85.976,14000,-46.11,6.83,At Loss,2044.321
NYSE,SPE,Special Opportunities Fund Inc,$,16.1,GOLDSTEIN PHILLIP,Chairman and Secretary,2018-12-27,P,6000,6.7,11.32,67.92,95544,42.23,7.42,2.17,204.679
NYSE,ORCL,Oracle Corp,$,93.97,Daley Dorian,"EVP, Gen'l Counsel, Secretary",2018-12-27,S,25000,-24.29,45,1125,77919,108.82,1.27,19.95,256911.813
NAS,MCEP,Mid-Con Energy Partners LP,$,5.52,GOFF JOHN C,10% Owner,2018-12-27,P,40000,15.5,0.76,30.4,1490,626.32,0,At Loss,79.000
AMEX,MCF,Contango Oil & Gas Co,$,3.39,GOFF JOHN C,"Director, 10% Owner",2018-12-27,P,64203,6.25,3.19,204.808,1091222,6.27,0,At Loss,682.539
NYSE,ACN,Accenture PLC,$,369.79,Jerdee Chad T,General Counsel and CCO,2018-12-27,S,2441,-17.17,140,341.74,11775,164.14,0.97,40.41,233574.416
NYSE,CWEN,Clearway Energy Inc,$,38.66,Global Infrastructure Investor,10% Owner,2018-12-27,P,132612,100,16.59,2200.03,132612,133.03,3.39,119.15,4398.227
NAS,PYPL,PayPal Holdings Inc,$,193.61,SCHULMAN DANIEL H,President and CEO,2018-12-27,S,22764,-7.28,81.41,1853.22,289826,137.82,0,46.55,227478.231
NYSE,SNA,Snap-on Inc,$,215.65,PINCHUK NICHOLAS T,"Chairman, President and CEO",2018-12-27,S,22433,-4.84,140.8,3158.57,440627.6602,53.16,2.39,14.73,11585.892
NAS,UBSI,United Bankshares Inc,$,38.19,WINTER P CLINTON,Director,2018-12-27,P,1000,0.21,29.7,29.7,484311,28.59,3.67,12.82,4934.270
NAS,LMRK,Landmark Infrastructure Partners LP,$,16.28,BRAZY ARTHUR P JR,SEE REMARKS,2018-12-27,P,2447,1.46,10.72,26.2318,170149,51.87,4.9,58.14,414.960
NAS,CCLP,CSI Compressco LP,$,1.37,Serjeant Owen,President,2018-12-27,P,22700,15.93,2.14,48.578,165168,-35.98,2.93,At Loss,189.596
NAS,CRSP,CRISPR Therapeutics AG,$,82.44,Vertex Pharmaceuticals (Europe,10% Owner,2018-12-27,P,40198,0.75,24.93,1002.14,5380940,230.69,0,17.39,6308.884
NAS,APEN,Apollo Endosurgery Inc,$,8.75,"STONEPINE CAPITAL, L.P.",10% Owner,2018-12-27,S,250000,-10.27,3,750,2185426,191.67,0,At Loss,345.561
